match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T205793,RCB Vs Capitals,Capitals,7,ShardulThakur,out,17,9,0,2,188.88
T205793,RCB Vs Capitals,Capitals,8,AxarPatel,not_out,10,7,1,0,142.85
T205793,RCB Vs Capitals,Capitals,9,KuldeepYadav,not_out,10,7,2,0,142.85
T204555,Super Giants Vs Mumbai,Super Giants,1,KLRahul,not_out,103,60,9,5,171.66
T204555,Super Giants Vs Mumbai,Super Giants,2,QuintondeKock,out,24,13,4,1,184.61
T204555,Super Giants Vs Mumbai,Super Giants,3,ManishPandey,out,38,29,6,0,131.03
T204555,Super Giants Vs Mumbai,Super Giants,4,MarcusStoinis,out,10,9,0,1,111.11
T204555,Super Giants Vs Mumbai,Super Giants,5,DeepakHooda,out,15,8,1,1,187.50
T204555,Super Giants Vs Mumbai,Super Giants,6,KrunalPandya,not_out,1,1,0,0,100.00
T204555,Super Giants Vs Mumbai,Mumbai,1,IshanKishan,out,13,17,2,0,76.47
T204555,Super Giants Vs Mumbai,Mumbai,2,RohitSharma,out,6,7,1,0,85.71
T204555,Super Giants Vs Mumbai,Mumbai,3,DewaldBrevis,out,31,13,6,1,238.46
T204555,Super Giants Vs Mumbai,Mumbai,4,SuryakumarYadav,out,37,27,3,0,137.03
T204555,Super Giants Vs Mumbai,Mumbai,5,TilakVarma,out,26,26,2,0,100.00
T204555,Super Giants Vs Mumbai,Mumbai,6,KieronPollard,out,25,14,1,2,178.57
T204555,Super Giants Vs Mumbai,Mumbai,7,FabianAllen,out,8,7,1,0,114.28
T204555,Super Giants Vs Mumbai,Mumbai,8,JaydevUnadkat,out,14,6,2,1,233.33
T204555,Super Giants Vs Mumbai,Mumbai,9,MuruganAshwin,out,6,2,0,1,300.00
T204555,Super Giants Vs Mumbai,Mumbai,10,JaspritBumrah,not_out,0,0,0,0,-
T204555,Super Giants Vs Mumbai,Mumbai,11,TymalMills,not_out,0,1,0,0,0.00
T208105,KKR Vs Sunrisers,KKR,1,VenkateshIyer,out,6,13,1,0,46.15
T208105,KKR Vs Sunrisers,KKR,2,AaronFinch,out,7,5,0,1,140.00
T208105,KKR Vs Sunrisers,KKR,3,ShreyasIyer,out,28,25,3,0,112.00
T208105,KKR Vs Sunrisers,KKR,4,SunilNarine,out,6,2,0,1,300.00
T208105,KKR Vs Sunrisers,KKR,5,NitishRana,out,54,36,6,2,150.00
T208105,KKR Vs Sunrisers,KKR,6,SheldonJackson,out,7,7,0,1,100.00
T208105,KKR Vs Sunrisers,KKR,7,AndreRussell,not_out,49,25,4,4,196.00
T208105,KKR Vs Sunrisers,KKR,8,PatCummins,out,3,3,0,0,100.00
T208105,KKR Vs Sunrisers,KKR,9,AmanHakimKhan,out,5,3,1,0,166.66
T208105,KKR Vs Sunrisers,KKR,10,UmeshYadav,not_out,1,1,0,0,100.00
T208105,KKR Vs Sunrisers,Sunrisers,1,AbhishekSharma,out,3,10,0,0,30.00
T208105,KKR Vs Sunrisers,Sunrisers,2,KaneWilliamson,out,17,16,3,0,106.25
T208105,KKR Vs Sunrisers,Sunrisers,3,RahulTripathi,out,71,37,4,6,191.89
T208105,KKR Vs Sunrisers,Sunrisers,4,AidenMarkram,not_out,68,36,6,4,188.88
T208105,KKR Vs Sunrisers,Sunrisers,5,NicholasPooran,not_out,5,8,0,0,62.50
T207043,Titans Vs Royals,Titans,1,MatthewWade,out,12,6,3,0,200.00
T207043,Titans Vs Royals,Titans,2,ShubmanGill,out,13,14,2,0,92.85
T207043,Titans Vs Royals,Titans,3,VijayShankar,out,2,7,0,0,28.57
T207043,Titans Vs Royals,Titans,4,HardikPandya,not_out,87,52,8,4,167.30
T207043,Titans Vs Royals,Titans,5,AbhinavManohar,out,43,28,4,2,153.57
T207043,Titans Vs Royals,Titans,6,DavidMiller,not_out,31,14,5,1,221.42
T207043,Titans Vs Royals,Royals,1,JosButtler,out,54,24,8,3,225.00
T207043,Titans Vs Royals,Royals,2,DevduttPadikkal,out,0,1,0,0,0.00
T207043,Titans Vs Royals,Royals,3,RavichandranAshwin,out,8,8,0,1,100.00
T207043,Titans Vs Royals,Royals,4,SanjuSamson,out,11,11,0,1,100.00
T207043,Titans Vs Royals,Royals,5,RassievanderDussen,out,6,10,0,0,60.00
T207043,Titans Vs Royals,Royals,6,ShimronHetmyer,out,29,17,2,1,170.58
T207043,Titans Vs Royals,Royals,7,RiyanParag,out,18,16,1,1,112.50
T207043,Titans Vs Royals,Royals,8,JamesNeesham,out,17,15,1,0,113.33
T207043,Titans Vs Royals,Royals,9,PrasidhKrishna,not_out,4,7,0,0,57.14
T207043,Titans Vs Royals,Royals,10,YuzvendraChahal,out,5,8,0,0,62.50
T207043,Titans Vs Royals,Royals,11,KuldeepSen,not_out,0,3,0,0,0.00
T208002,Punjab Kings Vs Mumbai,Punjab Kings,1,MayankAgarwal,out,52,32,6,2,162.50
T208002,Punjab Kings Vs Mumbai,Punjab Kings,2,ShikharDhawan,out,70,50,5,3,140.00
T208002,Punjab Kings Vs Mumbai,Punjab Kings,3,JonnyBairstow,out,12,13,1,0,92.30
T208002,Punjab Kings Vs Mumbai,Punjab Kings,4,LiamLivingstone,out,2,3,0,0,66.66
T208002,Punjab Kings Vs Mumbai,Punjab Kings,5,JiteshSharma,not_out,30,15,2,2,200.00
T208002,Punjab Kings Vs Mumbai,Punjab Kings,6,MShahrukhKhan,out,15,6,0,2,250.00
T208002,Punjab Kings Vs Mumbai,Punjab Kings,7,OdeanSmith,not_out,1,1,0,0,100.00
T208002,Punjab Kings Vs Mumbai,Mumbai,1,RohitSharma,out,28,17,3,2,164.70
T208002,Punjab Kings Vs Mumbai,Mumbai,2,IshanKishan,out,3,6,0,0,50.00
T208002,Punjab Kings Vs Mumbai,Mumbai,3,DewaldBrevis,out,49,25,4,5,196.00
T208002,Punjab Kings Vs Mumbai,Mumbai,4,TilakVarma,out,36,20,3,2,180.00
T208002,Punjab Kings Vs Mumbai,Mumbai,5,SuryakumarYadav,out,43,30,1,4,143.33
T208002,Punjab Kings Vs Mumbai,Mumbai,6,KieronPollard,out,10,11,1,0,90.90
T208002,Punjab Kings Vs Mumbai,Mumbai,7,JaydevUnadkat,out,12,7,0,1,171.42
T208002,Punjab Kings Vs Mumbai,Mumbai,8,MuruganAshwin,not_out,0,2,0,0,0.00
T208002,Punjab Kings Vs Mumbai,Mumbai,9,JaspritBumrah,out,0,1,0,0,0.00
T208002,Punjab Kings Vs Mumbai,Mumbai,10,TymalMills,out,0,2,0,0,0.00
T203601,Super Kings Vs RCB,Super Kings,1,RuturajGaikwad,out,17,16,3,0,106.25
T203601,Super Kings Vs RCB,Super Kings,2,RobinUthappa,out,88,50,4,9,176.00
T203601,Super Kings Vs RCB,Super Kings,3,MoeenAli,out,3,8,0,0,37.50
T203601,Super Kings Vs RCB,Super Kings,4,ShivamDube,not_out,95,46,5,8,206.52
T203601,Super Kings Vs RCB,Super Kings,5,RavindraJadeja,out,0,1,0,0,0.00
T203601,Super Kings Vs RCB,Super Kings,6,MSDhoni,not_out,0,0,0,0,-
T203601,Super Kings Vs RCB,RCB,1,FafduPlessis,out,8,9,0,0,88.88
T203601,Super Kings Vs RCB,RCB,2,AnujRawat,out,12,16,1,0,75.00
T203601,Super Kings Vs RCB,RCB,3,ViratKohli,out,1,3,0,0,33.33
T203601,Super Kings Vs RCB,RCB,4,GlennMaxwell,out,26,11,2,2,236.36
T203601,Super Kings Vs RCB,RCB,5,ShahbazAhmed,out,41,27,4,0,151.85
T203601,Super Kings Vs RCB,RCB,6,SuyashPrabhudessai,out,34,18,5,1,188.88
T203601,Super Kings Vs RCB,RCB,7,DineshKarthik,out,34,14,2,3,242.85
T203601,Super Kings Vs RCB,RCB,8,WaninduHasaranga,out,7,3,0,1,233.33
T203601,Super Kings Vs RCB,RCB,9,AkashDeep,out,0,2,0,0,0.00
T203601,Super Kings Vs RCB,RCB,10,MohammedSiraj,not_out,14,11,3,0,127.27
T203601,Super Kings Vs RCB,RCB,11,JoshHazlewood,not_out,7,7,0,0,100.00
T208211,Titans Vs Sunrisers,Titans,1,MatthewWade,out,19,19,3,0,100.00
T208211,Titans Vs Sunrisers,Titans,2,ShubmanGill,out,7,9,1,0,77.77
T208211,Titans Vs Sunrisers,Titans,3,SaiSudharsan,out,11,9,2,0,122.22
T208211,Titans Vs Sunrisers,Titans,4,HardikPandya,not_out,50,42,4,1,119.04
T208211,Titans Vs Sunrisers,Titans,5,DavidMiller,out,12,15,0,0,80.00
T208211,Titans Vs Sunrisers,Titans,6,AbhinavManohar,out,35,21,5,1,166.66
T208211,Titans Vs Sunrisers,Titans,7,RahulTewatia,out,6,4,1,0,150.00
T208211,Titans Vs Sunrisers,Titans,8,RashidKhan,out,0,1,0,0,0.00
T208211,Titans Vs Sunrisers,Sunrisers,1,AbhishekSharma,out,42,32,6,0,131.25
T208211,Titans Vs Sunrisers,Sunrisers,2,KaneWilliamson,out,57,46,2,4,123.91
T208211,Titans Vs Sunrisers,Sunrisers,3,RahulTripathi,out,17,11,1,1,154.54
T208211,Titans Vs Sunrisers,Sunrisers,4,NicholasPooran,not_out,34,18,2,2,188.88
T208211,Titans Vs Sunrisers,Sunrisers,5,AidenMarkram,not_out,12,8,1,0,150.00
T207999,Royals Vs Super Giants,Royals,1,JosButtler,out,13,11,1,1,118.18
T207999,Royals Vs Super Giants,Royals,2,DevduttPadikkal,out,29,29,4,0,100.00
T207999,Royals Vs Super Giants,Royals,3,SanjuSamson,out,13,12,2,0,108.33
T207999,Royals Vs Super Giants,Royals,4,RassievanderDussen,out,4,4,1,0,100.00
T207999,Royals Vs Super Giants,Royals,5,ShimronHetmyer,not_out,59,36,1,6,163.88
T207999,Royals Vs Super Giants,Royals,6,RavichandranAshwin,out,28,23,0,2,121.73
T207999,Royals Vs Super Giants,Royals,7,RiyanParag,out,8,4,0,1,200.00
T207999,Royals Vs Super Giants,Royals,8,TrentBoult,not_out,2,1,0,0,200.00
T207999,Royals Vs Super Giants,Super Giants,1,KLRahul,out,0,1,0,0,0.00
T207999,Royals Vs Super Giants,Super Giants,2,QuintondeKock,out,39,32,2,1,121.87
T207999,Royals Vs Super Giants,Super Giants,3,KrishnappaGowtham,out,0,1,0,0,0.00
T207999,Royals Vs Super Giants,Super Giants,4,JasonHolder,out,8,14,2,0,57.14
T207999,Royals Vs Super Giants,Super Giants,5,DeepakHooda,out,25,24,3,0,104.16
T207999,Royals Vs Super Giants,Super Giants,6,AyushBadoni,out,5,7,0,0,71.42
T207999,Royals Vs Super Giants,Super Giants,7,KrunalPandya,out,22,15,2,0,146.66
T207999,Royals Vs Super Giants,Super Giants,8,MarcusStoinis,not_out,38,17,2,4,223.52
T207999,Royals Vs Super Giants,Super Giants,9,DushmanthaChameera,out,13,7,2,0,185.71
T207999,Royals Vs Super Giants,Super Giants,10,AveshKhan,not_out,7,2,0,1,350.00
T208705,Capitals Vs KKR,Capitals,1,PrithviShaw,out,51,29,7,2,175.86
T208705,Capitals Vs KKR,Capitals,2,DavidWarner,out,61,45,6,2,135.55
T208705,Capitals Vs KKR,Capitals,3,RishabhPant,out,27,14,2,2,192.85
T208705,Capitals Vs KKR,Capitals,4,LalitYadav,out,1,4,0,0,25.00
T208705,Capitals Vs KKR,Capitals,5,RovmanPowell,out,8,6,0,1,133.33
T208705,Capitals Vs KKR,Capitals,6,AxarPatel,not_out,22,14,2,1,157.14
T208705,Capitals Vs KKR,Capitals,7,ShardulThakur,not_out,29,11,1,3,263.63
T208705,Capitals Vs KKR,KKR,1,AjinkyaRahane,out,8,14,1,0,57.14
T208705,Capitals Vs KKR,KKR,2,VenkateshIyer,out,18,8,1,2,225.00
T208705,Capitals Vs KKR,KKR,3,ShreyasIyer,out,54,33,5,2,163.63
T208705,Capitals Vs KKR,KKR,4,NitishRana,out,30,20,0,3,150.00
T208705,Capitals Vs KKR,KKR,5,AndreRussell,out,24,21,3,0,114.28
T208705,Capitals Vs KKR,KKR,6,SamBillings,out,15,9,1,1,166.66
T208705,Capitals Vs KKR,KKR,7,PatCummins,out,4,3,1,0,133.33
T208705,Capitals Vs KKR,KKR,8,SunilNarine,out,4,2,1,0,200.00
T208705,Capitals Vs KKR,KKR,9,UmeshYadav,out,0,1,0,0,0.00
T208705,Capitals Vs KKR,KKR,10,RasikhSalam,out,7,6,1,0,116.66
T208705,Capitals Vs KKR,KKR,11,VarunChakravarthy,not_out,1,1,0,0,100.00
T204746,Mumbai Vs RCB,Mumbai,1,IshanKishan,out,26,28,3,0,92.85
T204746,Mumbai Vs RCB,Mumbai,2,RohitSharma,out,26,15,4,1,173.33
T204746,Mumbai Vs RCB,Mumbai,3,DewaldBrevis,out,8,11,1,0,72.72
T204746,Mumbai Vs RCB,Mumbai,4,SuryakumarYadav,not_out,68,37,5,6,183.78
T204746,Mumbai Vs RCB,Mumbai,5,TilakVarma,out,0,3,0,0,0.00
T204746,Mumbai Vs RCB,Mumbai,6,KieronPollard,out,0,1,0,0,0.00
T204746,Mumbai Vs RCB,Mumbai,7,RamandeepSingh,out,6,12,0,0,50.00
T204746,Mumbai Vs RCB,Mumbai,8,JaydevUnadkat,not_out,13,14,1,0,92.85
T204746,Mumbai Vs RCB,RCB,1,FafduPlessis,out,16,24,1,0,66.66
T204746,Mumbai Vs RCB,RCB,2,AnujRawat,out,66,47,2,6,140.42
T204746,Mumbai Vs RCB,RCB,3,ViratKohli,out,48,36,5,0,133.33
T204746,Mumbai Vs RCB,RCB,4,DineshKarthik,not_out,7,2,0,1,350.00
T204746,Mumbai Vs RCB,RCB,5,GlennMaxwell,not_out,8,2,2,0,400.00
T209199,Super Kings Vs Sunrisers,Super Kings,1,RobinUthappa,out,15,11,1,0,136.36
T209199,Super Kings Vs Sunrisers,Super Kings,2,RuturajGaikwad,out,16,13,3,0,123.07
T209199,Super Kings Vs Sunrisers,Super Kings,3,MoeenAli,out,48,35,3,2,137.14
T209199,Super Kings Vs Sunrisers,Super Kings,4,AmbatiRayudu,out,27,27,4,0,100.00
T209199,Super Kings Vs Sunrisers,Super Kings,5,ShivamDube,out,3,5,0,0,60.00
T209199,Super Kings Vs Sunrisers,Super Kings,6,RavindraJadeja,out,23,15,2,1,153.33
T209199,Super Kings Vs Sunrisers,Super Kings,7,MSDhoni,out,3,6,0,0,50.00
T209199,Super Kings Vs Sunrisers,Super Kings,8,DwayneBravo,not_out,8,5,1,0,160.00
T209199,Super Kings Vs Sunrisers,Super Kings,9,ChrisJordan,not_out,6,3,0,0,200.00
T209199,Super Kings Vs Sunrisers,Sunrisers,1,AbhishekSharma,out,75,50,5,3,150.00
T209199,Super Kings Vs Sunrisers,Sunrisers,2,KaneWilliamson,out,32,40,2,1,80.00
T209199,Super Kings Vs Sunrisers,Sunrisers,3,RahulTripathi,not_out,39,15,5,2,260.00
T209199,Super Kings Vs Sunrisers,Sunrisers,4,NicholasPooran,not_out,5,2,1,0,250.00
T202634,Punjab Kings Vs Titans,Punjab Kings,1,MayankAgarwal,out,5,9,1,0,55.55
T202634,Punjab Kings Vs Titans,Punjab Kings,2,ShikharDhawan,out,35,30,4,0,116.66
T202634,Punjab Kings Vs Titans,Punjab Kings,3,JonnyBairstow,out,8,8,2,0,100.00
T202634,Punjab Kings Vs Titans,Punjab Kings,4,LiamLivingstone,out,64,27,7,4,237.03
T202634,Punjab Kings Vs Titans,Punjab Kings,5,JiteshSharma,out,23,11,1,2,209.09
T202634,Punjab Kings Vs Titans,Punjab Kings,6,OdeanSmith,out,0,1,0,0,0.00
T202634,Punjab Kings Vs Titans,Punjab Kings,7,MShahrukhKhan,out,15,8,0,2,187.50
T202634,Punjab Kings Vs Titans,Punjab Kings,8,KagisoRabada,out,1,1,0,0,100.00
T202634,Punjab Kings Vs Titans,Punjab Kings,9,RahulChahar,not_out,22,14,2,1,157.14
T202634,Punjab Kings Vs Titans,Punjab Kings,10,VaibhavArora,out,2,6,0,0,33.33
T202634,Punjab Kings Vs Titans,Punjab Kings,11,ArshdeepSingh,not_out,10,5,1,0,200.00
T202634,Punjab Kings Vs Titans,Titans,1,MatthewWade,out,6,7,1,0,85.71
T202634,Punjab Kings Vs Titans,Titans,2,ShubmanGill,out,96,59,11,1,162.71
T202634,Punjab Kings Vs Titans,Titans,3,SaiSudharsan,out,35,30,4,1,116.66
T202634,Punjab Kings Vs Titans,Titans,4,HardikPandya,out,27,18,5,0,150.00
T202634,Punjab Kings Vs Titans,Titans,5,DavidMiller,not_out,6,4,1,0,150.00
T202634,Punjab Kings Vs Titans,Titans,6,RahulTewatia,not_out,13,3,0,2,433.33
T204296,Capitals Vs Super Giants,Capitals,1,PrithviShaw,out,61,34,9,2,179.41
T204296,Capitals Vs Super Giants,Capitals,2,DavidWarner,out,4,12,0,0,33.33
T204296,Capitals Vs Super Giants,Capitals,3,RovmanPowell,out,3,10,0,0,30.00
T204296,Capitals Vs Super Giants,Capitals,4,RishabhPant,not_out,39,36,3,2,108.33
T204296,Capitals Vs Super Giants,Capitals,5,SarfarazKhan,not_out,36,28,3,0,128.57
T204296,Capitals Vs Super Giants,Super Giants,1,KLRahul,out,24,25,1,1,96.00
T204296,Capitals Vs Super Giants,Super Giants,2,QuintondeKock,out,80,52,9,2,153.84
T204296,Capitals Vs Super Giants,Super Giants,3,EvinLewis,out,5,13,0,0,38.46
T204296,Capitals Vs Super Giants,Super Giants,4,DeepakHooda,out,11,13,0,0,84.61
T204296,Capitals Vs Super Giants,Super Giants,5,KrunalPandya,not_out,19,14,0,1,135.71
T204296,Capitals Vs Super Giants,Super Giants,6,AyushBadoni,not_out,10,3,1,1,333.33
T207856,Mumbai Vs KKR,Mumbai,1,RohitSharma,out,3,12,0,0,25.00
T207856,Mumbai Vs KKR,Mumbai,2,IshanKishan,out,14,21,1,0,66.66
T207856,Mumbai Vs KKR,Mumbai,3,DewaldBrevis,out,29,19,2,2,152.63
T207856,Mumbai Vs KKR,Mumbai,4,SuryakumarYadav,out,52,36,5,2,144.44
T207856,Mumbai Vs KKR,Mumbai,5,TilakVarma,not_out,38,27,3,2,140.74
T207856,Mumbai Vs KKR,Mumbai,6,KieronPollard,not_out,22,5,0,3,440.00
T207856,Mumbai Vs KKR,KKR,1,AjinkyaRahane,out,7,11,0,0,63.63
T207856,Mumbai Vs KKR,KKR,2,VenkateshIyer,not_out,50,41,6,1,121.95
T207856,Mumbai Vs KKR,KKR,3,ShreyasIyer,out,10,6,2,0,166.66
T207856,Mumbai Vs KKR,KKR,4,SamBillings,out,17,12,0,2,141.66
T207856,Mumbai Vs KKR,KKR,5,NitishRana,out,8,7,0,1,114.28
T207856,Mumbai Vs KKR,KKR,6,AndreRussell,out,11,5,1,1,220.00
T207856,Mumbai Vs KKR,KKR,7,PatCummins,not_out,56,15,4,6,373.33
T203456,Royals Vs RCB,Royals,1,JosButtler,not_out,70,47,0,6,148.93
T203456,Royals Vs RCB,Royals,2,YashasviJaiswal,out,4,6,0,0,66.66
T203456,Royals Vs RCB,Royals,3,DevduttPadikkal,out,37,29,2,2,127.58
T203456,Royals Vs RCB,Royals,4,SanjuSamson,out,8,8,0,1,100.00
T203456,Royals Vs RCB,Royals,5,ShimronHetmyer,not_out,42,31,4,2,135.48
T203456,Royals Vs RCB,RCB,1,FafduPlessis,out,29,20,5,0,145.00
T203456,Royals Vs RCB,RCB,2,AnujRawat,out,26,25,4,0,104.00
T203456,Royals Vs RCB,RCB,3,ViratKohli,out,5,6,0,0,83.33
T203456,Royals Vs RCB,RCB,4,DavidWilley,out,0,2,0,0,0.00
T203456,Royals Vs RCB,RCB,5,SherfaneRutherford,out,5,10,0,0,50.00
T203456,Royals Vs RCB,RCB,6,ShahbazAhmed,out,45,26,4,3,173.07
T203456,Royals Vs RCB,RCB,7,DineshKarthik,not_out,44,23,7,1,191.30
T203456,Royals Vs RCB,RCB,8,HarshalPatel,not_out,9,4,0,1,225.00
T204825,Super Giants Vs Sunrisers,Super Giants,1,KLRahul,out,68,50,6,1,136.00
T204825,Super Giants Vs Sunrisers,Super Giants,2,QuintondeKock,out,1,4,0,0,25.00
T204825,Super Giants Vs Sunrisers,Super Giants,3,EvinLewis,out,1,5,0,0,20.00
T204825,Super Giants Vs Sunrisers,Super Giants,4,ManishPandey,out,11,10,1,1,110.00
T204825,Super Giants Vs Sunrisers,Super Giants,5,DeepakHooda,out,51,33,3,3,154.54
T204825,Super Giants Vs Sunrisers,Super Giants,6,AyushBadoni,out,19,12,3,0,158.33
T204825,Super Giants Vs Sunrisers,Super Giants,7,KrunalPandya,out,6,3,1,0,200.00
T204825,Super Giants Vs Sunrisers,Super Giants,8,JasonHolder,not_out,8,3,0,1,266.66
T204825,Super Giants Vs Sunrisers,Sunrisers,1,AbhishekSharma,out,13,11,2,0,118.18
T204825,Super Giants Vs Sunrisers,Sunrisers,2,KaneWilliamson,out,16,16,1,1,100.00
T204825,Super Giants Vs Sunrisers,Sunrisers,3,RahulTripathi,out,44,30,5,1,146.66
T204825,Super Giants Vs Sunrisers,Sunrisers,4,AidenMarkram,out,12,14,0,0,85.71
T204825,Super Giants Vs Sunrisers,Sunrisers,5,NicholasPooran,out,34,24,3,2,141.66
T204825,Super Giants Vs Sunrisers,Sunrisers,6,WashingtonSundar,out,18,14,1,0,128.57
T204825,Super Giants Vs Sunrisers,Sunrisers,7,AbdulSamad,out,0,1,0,0,0.00
T204825,Super Giants Vs Sunrisers,Sunrisers,8,RomarioShepherd,out,8,8,0,1,100.00
T204825,Super Giants Vs Sunrisers,Sunrisers,9,BhuvneshwarKumar,out,1,2,0,0,50.00
T204825,Super Giants Vs Sunrisers,Sunrisers,10,UmranMalik,not_out,1,1,0,0,100.00
T206118,Punjab Kings Vs Super Kings,Punjab Kings,1,MayankAgarwal,out,4,2,1,0,200.00
T206118,Punjab Kings Vs Super Kings,Punjab Kings,2,ShikharDhawan,out,33,24,4,1,137.50
T206118,Punjab Kings Vs Super Kings,Punjab Kings,3,BhanukaRajapaksa,out,9,5,0,1,180.00
T206118,Punjab Kings Vs Super Kings,Punjab Kings,4,LiamLivingstone,out,60,32,5,5,187.50
T206118,Punjab Kings Vs Super Kings,Punjab Kings,5,JiteshSharma,out,26,17,0,3,152.94
T206118,Punjab Kings Vs Super Kings,Punjab Kings,6,MShahrukhKhan,out,6,11,0,0,54.54
T206118,Punjab Kings Vs Super Kings,Punjab Kings,7,OdeanSmith,out,3,7,0,0,42.85
T206118,Punjab Kings Vs Super Kings,Punjab Kings,8,KagisoRabada,not_out,12,12,1,0,100.00
T206118,Punjab Kings Vs Super Kings,Punjab Kings,9,RahulChahar,out,12,8,1,1,150.00
T206118,Punjab Kings Vs Super Kings,Punjab Kings,10,VaibhavArora,not_out,1,2,0,0,50.00
T206118,Punjab Kings Vs Super Kings,Super Kings,1,RobinUthappa,out,13,10,2,0,130.00
T206118,Punjab Kings Vs Super Kings,Super Kings,2,RuturajGaikwad,out,1,4,0,0,25.00
T206118,Punjab Kings Vs Super Kings,Super Kings,3,MoeenAli,out,0,2,0,0,0.00
T206118,Punjab Kings Vs Super Kings,Super Kings,4,AmbatiRayudu,out,13,21,2,0,61.90
T206118,Punjab Kings Vs Super Kings,Super Kings,5,RavindraJadeja,out,0,3,0,0,0.00
T206118,Punjab Kings Vs Super Kings,Super Kings,6,ShivamDube,out,57,30,6,3,190.00
T206118,Punjab Kings Vs Super Kings,Super Kings,7,MSDhoni,out,23,28,1,1,82.14
T206118,Punjab Kings Vs Super Kings,Super Kings,8,DwayneBravo,out,0,1,0,0,0.00
T206118,Punjab Kings Vs Super Kings,Super Kings,9,DwainePretorius,out,8,4,0,1,200.00
T206118,Punjab Kings Vs Super Kings,Super Kings,10,ChrisJordan,out,5,5,0,0,100.00
T206118,Punjab Kings Vs Super Kings,Super Kings,11,MukeshChoudhary,not_out,2,2,0,0,100.00
T205181,Titans Vs Capitals,Titans,1,MatthewWade,out,1,2,0,0,50.00
T205181,Titans Vs Capitals,Titans,2,ShubmanGill,out,84,46,6,4,182.60
T205181,Titans Vs Capitals,Titans,3,VijayShankar,out,13,20,1,0,65.00
T205181,Titans Vs Capitals,Titans,4,HardikPandya,out,31,27,4,0,114.81
T205181,Titans Vs Capitals,Titans,5,DavidMiller,not_out,20,15,2,0,133.33
T205181,Titans Vs Capitals,Titans,6,RahulTewatia,out,14,8,1,1,175.00
T205181,Titans Vs Capitals,Titans,7,AbhinavManohar,out,1,2,0,0,50.00
T205181,Titans Vs Capitals,Titans,8,RashidKhan,not_out,0,1,0,0,0.00
T205181,Titans Vs Capitals,Capitals,1,PrithviShaw,out,10,7,1,0,142.85
T205181,Titans Vs Capitals,Capitals,2,TimSeifert,out,3,5,0,0,60.00
T205181,Titans Vs Capitals,Capitals,3,MandeepSingh,out,18,16,4,0,112.50
T205181,Titans Vs Capitals,Capitals,4,RishabhPant,out,43,29,7,0,148.27
T205181,Titans Vs Capitals,Capitals,5,LalitYadav,out,25,22,2,1,113.63
T205181,Titans Vs Capitals,Capitals,6,RovmanPowell,out,20,12,2,1,166.66
T205181,Titans Vs Capitals,Capitals,7,AxarPatel,out,8,4,2,0,200.00
T205181,Titans Vs Capitals,Capitals,8,ShardulThakur,out,2,5,0,0,40.00
T205181,Titans Vs Capitals,Capitals,9,KuldeepYadav,not_out,14,14,0,1,100.00
T205181,Titans Vs Capitals,Capitals,10,KhaleelAhmed,out,0,1,0,0,0.00
T205181,Titans Vs Capitals,Capitals,11,MustafizurRahman,not_out,3,5,0,0,60.00
T209847,Royals Vs Mumbai,Royals,1,JosButtler,out,100,68,11,5,147.05
T209847,Royals Vs Mumbai,Royals,2,YashasviJaiswal,out,1,2,0,0,50.00
T209847,Royals Vs Mumbai,Royals,3,DevduttPadikkal,out,7,7,1,0,100.00
T209847,Royals Vs Mumbai,Royals,4,SanjuSamson,out,30,21,1,3,142.85
T209847,Royals Vs Mumbai,Royals,5,ShimronHetmyer,out,35,14,3,3,250.00
T209847,Royals Vs Mumbai,Royals,6,RiyanParag,out,5,4,1,0,125.00
T209847,Royals Vs Mumbai,Royals,7,RavichandranAshwin,out,1,1,0,0,100.00
T209847,Royals Vs Mumbai,Royals,8,NavdeepSaini,out,2,2,0,0,100.00
T209847,Royals Vs Mumbai,Royals,9,TrentBoult,not_out,1,1,0,0,100.00
T209847,Royals Vs Mumbai,Mumbai,1,IshanKishan,out,54,43,5,1,125.58
T209847,Royals Vs Mumbai,Mumbai,2,RohitSharma,out,10,5,0,1,200.00
T209847,Royals Vs Mumbai,Mumbai,3,AnmolpreetSingh,out,5,4,1,0,125.00
T209847,Royals Vs Mumbai,Mumbai,4,TilakVarma,out,61,33,3,5,184.84
T209847,Royals Vs Mumbai,Mumbai,5,KieronPollard,out,22,24,3,1,91.66
T209847,Royals Vs Mumbai,Mumbai,6,TimDavid,out,1,3,0,0,33.33
T209847,Royals Vs Mumbai,Mumbai,7,DanielSams,out,0,1,0,0,0.00
T209847,Royals Vs Mumbai,Mumbai,8,MuruganAshwin,out,6,8,1,0,75.00
T209847,Royals Vs Mumbai,Mumbai,9,JaspritBumrah,not_out,0,1,0,0,0.00
T203227,Punjab Kings Vs KKR,Punjab Kings,1,MayankAgarwal,out,1,5,0,0,20.00
T203227,Punjab Kings Vs KKR,Punjab Kings,2,ShikharDhawan,out,16,15,1,1,106.66
T203227,Punjab Kings Vs KKR,Punjab Kings,3,BhanukaRajapaksa,out,31,9,3,3,344.44
T203227,Punjab Kings Vs KKR,Punjab Kings,4,LiamLivingstone,out,19,16,1,1,118.75
T203227,Punjab Kings Vs KKR,Punjab Kings,5,RajBawa,out,11,13,1,0,84.61
T203227,Punjab Kings Vs KKR,Punjab Kings,6,MShahrukhKhan,out,0,5,0,0,0.00
